downloaded from Max Planck web site http://www.atmosphere.mpg.de/enid/2295 
on 3 March 2010 by S. Madronich
Structure:	O3
562.16    4.19201e-21
562.17    4.19684e-21
562.18    4.19872e-21
562.19    4.20219e-21
562.20    4.20059e-21
562.21    4.19398e-21
562.22    4.18235e-21
562.23    4.18236e-21
562.24    4.18016e-21
562.25    4.18530e-21
562.26    4.18923e-21
562.27    4.20010e-21
562.28    4.20337e-21
562.29    4.19847e-21
562.30    4.19019e-21
562.31    4.19257e-21
562.32    4.18977e-21
562.33    4.19060e-21
562.34    4.19134e-21
562.35    4.19342e-21
562.36    4.19164e-21
562.37    4.19435e-21
562.38    4.20252e-21
562.39    4.20241e-21
562.40    4.20285e-21
562.41    4.20195e-21
562.42    4.20526e-21
562.43    4.20961e-21
562.44    4.21126e-21
562.45    4.21504e-21
562.46    4.21552e-21
562.47    4.20777e-21
562.48    4.21082e-21
562.49    4.21419e-21
562.50    4.22222e-21
562.51    4.23187e-21
562.52    4.23038e-21
562.53    4.22627e-21
562.54    4.22256e-21
562.55    4.21516e-21
562.56    4.21853e-21
562.57    4.21961e-21
562.58    4.22101e-21
562.59    4.22319e-21
562.60    4.22194e-21
562.61    4.21998e-21
562.62    4.22115e-21
562.63    4.21766e-21
562.64    4.21936e-21
562.65    4.22340e-21
562.66    4.22463e-21
562.67    4.22886e-21
562.68    4.22646e-21
562.69    4.22494e-21
562.70    4.22314e-21
562.71    4.22528e-21
562.72    4.23137e-21
562.73    4.23513e-21
562.74    4.23650e-21
562.75    4.24424e-21
562.76    4.24749e-21
562.77    4.25134e-21
562.78    4.24961e-21
562.79    4.24640e-21
562.80    4.24568e-21
562.81    4.23837e-21
562.82    4.24059e-21
562.83    4.25298e-21
562.84    4.25466e-21
562.85    4.25433e-21
562.86    4.25019e-21
562.87    4.24158e-21
562.88    4.23439e-21
562.89    4.23125e-21
562.90    4.23306e-21
562.91    4.24544e-21
562.92    4.24627e-21
562.93    4.24697e-21
562.94    4.25041e-21
562.95    4.25350e-21
562.96    4.25270e-21
562.97    4.25691e-21
562.98    4.25770e-21
562.99    4.25973e-21
563.00    4.26272e-21
563.01    4.26002e-21
563.02    4.26052e-21
563.03    4.26342e-21
563.04    4.26228e-21
563.05    4.26209e-21
563.06    4.26887e-21
563.07    4.26219e-21
563.08    4.26324e-21
563.09    4.25834e-21
563.10    4.26630e-21
563.11    4.26522e-21
563.12    4.26165e-21
563.13    4.26324e-21
563.14    4.26879e-21
563.15    4.26456e-21
563.16    4.26740e-21
563.17    4.26734e-21
563.18    4.27591e-21
563.19    4.27041e-21
563.20    4.26510e-21
563.21    4.26229e-21
563.22    4.26212e-21
563.23    4.25964e-21
563.24    4.27010e-21
563.25    4.27565e-21
563.26    4.28453e-21
563.27    4.28537e-21
563.28    4.28190e-21
563.29    4.27532e-21
563.30    4.27287e-21
563.31    4.27106e-21
563.32    4.27803e-21
563.33    4.27990e-21
563.34    4.27789e-21
563.35    4.27511e-21
563.36    4.27335e-21
563.37    4.26982e-21
563.38    4.26953e-21
563.39    4.27834e-21
563.40    4.27927e-21
563.41    4.28305e-21
563.42    4.28435e-21
563.43    4.28832e-21
563.44    4.29071e-21
563.45    4.29198e-21
563.46    4.28612e-21
563.47    4.28436e-21
563.48    4.28151e-21
563.49    4.29083e-21
563.50    4.29799e-21
563.51    4.30346e-21
563.52    4.30465e-21
563.53    4.30815e-21
563.54    4.30272e-21
563.55    4.29691e-21
563.56    4.28817e-21
563.57    4.29161e-21
563.58    4.29669e-21
563.59    4.29939e-21
563.60    4.29967e-21
563.61    4.30476e-21
563.62    4.30891e-21
563.63    4.31112e-21
563.64    4.31109e-21
563.65    4.31566e-21
563.66    4.32313e-21
563.67    4.31892e-21
563.68    4.31428e-21
563.69    4.31014e-21
563.70    4.30984e-21
563.71    4.30899e-21
563.72    4.31101e-21
563.73    4.30883e-21
563.74    4.31634e-21
563.75    4.31220e-21
563.76    4.30922e-21
563.77    4.31212e-21
563.78    4.31555e-21
563.79    4.31424e-21
563.80    4.31767e-21
563.81    4.31992e-21
563.82    4.32586e-21
563.83    4.32695e-21
563.84    4.32253e-21
563.85    4.31922e-21
563.86    4.31917e-21
563.87    4.32095e-21
563.88    4.32580e-21
563.89    4.32961e-21
563.90    4.33271e-21
563.91    4.33967e-21
563.92    4.33347e-21
563.93    4.32827e-21
563.94    4.32842e-21
563.95    4.33026e-21
563.96    4.33332e-21
563.97    4.33512e-21
563.98    4.33618e-21
563.99    4.33640e-21
564.00    4.33860e-21
564.01    4.33609e-21
564.02    4.33046e-21
564.03    4.32516e-21
564.04    4.32675e-21
564.05    4.32617e-21
564.06    4.33193e-21
564.07    4.33400e-21
564.08    4.34229e-21
564.09    4.33884e-21
564.10    4.33478e-21
564.11    4.33548e-21
564.12    4.34100e-21
564.13    4.34111e-21
564.14    4.34708e-21
564.15    4.34592e-21
564.16    4.34580e-21
564.17    4.34070e-21
564.18    4.34445e-21
564.19    4.34994e-21
564.20    4.35577e-21
564.21    4.35791e-21
564.22    4.35927e-21
564.23    4.36168e-21
564.24    4.35909e-21
564.25    4.34873e-21
564.26    4.34982e-21
564.27    4.34999e-21
564.28    4.34875e-21
564.29    4.34920e-21
564.30    4.35075e-21
564.31    4.35824e-21
564.32    4.35373e-21
564.33    4.35305e-21
564.34    4.35822e-21
564.35    4.35897e-21
564.36    4.36017e-21
564.37    4.36200e-21
564.38    4.36181e-21
564.39    4.36884e-21
564.40    4.36618e-21
564.41    4.36498e-21
564.42    4.36383e-21
564.43    4.35947e-21
564.44    4.36169e-21
564.45    4.36858e-21
564.46    4.37214e-21
564.47    4.38083e-21
564.48    4.37958e-21
564.49    4.37485e-21
564.50    4.36959e-21
564.51    4.36519e-21
564.52    4.36666e-21
564.53    4.37113e-21
564.54    4.36916e-21
564.55    4.36671e-21
564.56    4.36594e-21
564.57    4.36672e-21
564.58    4.35958e-21
564.59    4.35766e-21
564.60    4.36354e-21
564.61    4.36258e-21
564.62    4.36163e-21
564.63    4.36539e-21
564.64    4.37192e-21
564.65    4.37672e-21
564.66    4.37478e-21
564.67    4.37906e-21
564.68    4.38364e-21
564.69    4.38557e-21
564.70    4.38633e-21
564.71    4.38614e-21
564.72    4.38548e-21
564.73    4.38356e-21
564.74    4.38232e-21
564.75    4.38341e-21
564.76    4.38046e-21
564.77    4.38324e-21
564.78    4.38904e-21
564.79    4.38858e-21
564.80    4.38620e-21
564.81    4.38856e-21
564.82    4.38501e-21
564.83    4.38513e-21
564.84    4.38144e-21
564.85    4.38451e-21
564.86    4.38803e-21
564.87    4.38805e-21
564.88    4.38162e-21
564.89    4.38118e-21
564.90    4.37394e-21
564.91    4.38038e-21
564.92    4.38502e-21
564.93    4.39050e-21
564.94    4.39667e-21
564.95    4.40678e-21
564.96    4.40553e-21
564.97    4.40750e-21
564.98    4.40816e-21
564.99    4.40975e-21
565.00    4.40771e-21
565.01    4.40544e-21
565.02    4.40648e-21
565.03    4.40797e-21
565.04    4.40905e-21
565.05    4.41338e-21
565.06    4.41352e-21
565.07    4.41225e-21
565.08    4.40422e-21
565.09    4.39975e-21
565.10    4.39640e-21
565.11    4.38801e-21
565.12    4.38645e-21
565.13    4.38594e-21
565.14    4.38850e-21
565.15    4.39938e-21
565.16    4.40634e-21
565.17    4.41332e-21
565.18    4.42169e-21
565.19    4.41899e-21
565.20    4.41448e-21
565.21    4.40984e-21
565.22    4.40559e-21
565.23    4.40520e-21
565.24    4.40101e-21
565.25    4.40005e-21
565.26    4.40499e-21
565.27    4.41034e-21
565.28    4.41465e-21
565.29    4.41870e-21
565.30    4.42362e-21
565.31    4.42562e-21
565.32    4.42050e-21
565.33    4.42221e-21
565.34    4.42075e-21
565.35    4.42099e-21
565.36    4.41746e-21
565.37    4.41996e-21
565.38    4.42431e-21
565.39    4.42575e-21
565.40    4.42183e-21
565.41    4.42228e-21
565.42    4.42311e-21
565.43    4.42324e-21
565.44    4.42175e-21
565.45    4.42464e-21
565.46    4.42332e-21
565.47    4.43000e-21
565.48    4.42529e-21
565.49    4.42585e-21
565.50    4.43244e-21
565.51    4.43687e-21
565.52    4.44439e-21
565.53    4.44554e-21
565.54    4.44295e-21
565.55    4.44834e-21
565.56    4.43952e-21
565.57    4.43769e-21
565.58    4.43680e-21
565.59    4.43229e-21
565.60    4.43015e-21
565.61    4.43370e-21
565.62    4.43243e-21
565.63    4.43622e-21
565.64    4.43704e-21
565.65    4.44506e-21
565.66    4.44971e-21
565.67    4.45809e-21
565.68    4.45605e-21
565.69    4.45868e-21
565.70    4.45571e-21
565.71    4.44862e-21
565.72    4.44385e-21
565.73    4.44114e-21
565.74    4.44772e-21
565.75    4.45577e-21
565.76    4.45289e-21
565.77    4.45228e-21
565.78    4.45415e-21
565.79    4.45144e-21
565.80    4.45052e-21
565.81    4.44988e-21
565.82    4.45579e-21
565.83    4.45142e-21
565.84    4.45140e-21
565.85    4.45065e-21
565.86    4.44837e-21
565.87    4.44831e-21
565.88    4.45366e-21
565.89    4.45677e-21
565.90    4.46588e-21
565.91    4.46224e-21
565.92    4.47037e-21
565.93    4.47132e-21
565.94    4.46776e-21
565.95    4.47047e-21
565.96    4.46960e-21
565.97    4.47332e-21
565.98    4.47589e-21
565.99    4.47252e-21
566.00    4.47523e-21
566.01    4.46670e-21
566.02    4.46637e-21
566.03    4.46610e-21
566.04    4.46486e-21
566.05    4.47276e-21
566.06    4.47243e-21
566.07    4.47637e-21
566.08    4.47910e-21
566.09    4.47636e-21
566.10    4.47860e-21
566.11    4.47162e-21
566.12    4.47212e-21
566.13    4.47222e-21
566.14    4.46692e-21
566.15    4.46661e-21
566.16    4.47010e-21
566.17    4.47590e-21
566.18    4.47455e-21
566.19    4.46938e-21
566.20    4.47358e-21
566.21    4.47655e-21
566.22    4.47319e-21
566.23    4.47130e-21
566.24    4.47208e-21
566.25    4.47382e-21
566.26    4.46532e-21
566.27    4.46369e-21
566.28    4.47172e-21
566.29    4.47732e-21
566.30    4.47931e-21
566.31    4.47807e-21
566.32    4.47551e-21
566.33    4.46971e-21
566.34    4.46268e-21
566.35    4.46373e-21
566.36    4.47014e-21
566.37    4.47768e-21
566.38    4.48269e-21
566.39    4.48784e-21
566.40    4.48944e-21
566.41    4.49308e-21
566.42    4.49622e-21
566.43    4.49977e-21
566.44    4.49752e-21
566.45    4.49760e-21
566.46    4.49231e-21
566.47    4.48930e-21
566.48    4.47915e-21
566.49    4.47956e-21
566.50    4.48415e-21
566.51    4.49037e-21
566.52    4.49406e-21
566.53    4.49384e-21
566.54    4.49564e-21
566.55    4.49709e-21
566.56    4.49398e-21
566.57    4.49665e-21
566.58    4.49797e-21
566.59    4.50315e-21
566.60    4.50278e-21
566.61    4.49036e-21
566.62    4.48705e-21
566.63    4.49106e-21
566.64    4.49617e-21
566.65    4.49888e-21
566.66    4.50067e-21
566.67    4.50605e-21
566.68    4.50462e-21
566.69    4.49634e-21
566.70    4.49656e-21
566.71    4.49737e-21
566.72    4.49961e-21
566.73    4.50241e-21
566.74    4.50489e-21
566.75    4.50672e-21
566.76    4.50715e-21
566.77    4.50680e-21
566.78    4.51021e-21
566.79    4.50299e-21
566.80    4.50295e-21
566.81    4.50206e-21
566.82    4.50433e-21
566.83    4.50417e-21
566.84    4.50443e-21
566.85    4.51098e-21
566.86    4.51664e-21
566.87    4.51534e-21
566.88    4.51962e-21
566.89    4.52473e-21
566.90    4.52461e-21
566.91    4.52460e-21
566.92    4.52376e-21
566.93    4.52657e-21
566.94    4.52099e-21
566.95    4.51507e-21
566.96    4.51313e-21
566.97    4.52044e-21
566.98    4.51831e-21
566.99    4.51531e-21
567.00    4.52035e-21
567.01    4.51883e-21
567.02    4.51203e-21
567.03    4.51035e-21
567.04    4.51409e-21
567.05    4.52228e-21
567.06    4.52849e-21
567.07    4.52571e-21
567.08    4.53087e-21
567.09    4.52652e-21
567.10    4.52660e-21
567.11    4.52643e-21
567.12    4.52900e-21
567.13    4.53321e-21
567.14    4.54035e-21
567.15    4.53486e-21
567.16    4.53525e-21
567.17    4.53357e-21
567.18    4.52869e-21
567.19    4.52560e-21
567.20    4.52766e-21
567.21    4.52806e-21
567.22    4.53063e-21
567.23    4.52673e-21
567.24    4.52716e-21
567.25    4.52827e-21
567.26    4.53042e-21
567.27    4.53258e-21
567.28    4.52967e-21
567.29    4.52863e-21
567.30    4.52997e-21
567.31    4.53317e-21
567.32    4.53097e-21
567.33    4.53627e-21
567.34    4.54243e-21
567.35    4.54106e-21
567.36    4.53228e-21
567.37    4.53536e-21
567.38    4.53464e-21
567.39    4.54021e-21
567.40    4.54239e-21
567.41    4.54599e-21
567.42    4.54513e-21
567.43    4.54105e-21
567.44    4.53037e-21
567.45    4.52982e-21
567.46    4.52584e-21
567.47    4.52588e-21
567.48    4.53490e-21
567.49    4.54187e-21
567.50    4.54207e-21
567.51    4.53893e-21
567.52    4.53835e-21
567.53    4.53957e-21
567.54    4.54129e-21
567.55    4.54634e-21
567.56    4.55403e-21
567.57    4.55547e-21
567.58    4.55404e-21
567.59    4.55201e-21
567.60    4.55276e-21
567.61    4.55307e-21
567.62    4.54993e-21
567.63    4.55080e-21
567.64    4.54884e-21
567.65    4.54377e-21
567.66    4.53791e-21
567.67    4.54211e-21
567.68    4.54919e-21
567.69    4.55364e-21
567.70    4.55080e-21
567.71    4.55902e-21
567.72    4.56186e-21
567.73    4.56127e-21
567.74    4.54972e-21
567.75    4.55263e-21
567.76    4.54896e-21
567.77    4.54524e-21
567.78    4.54650e-21
567.79    4.55506e-21
567.80    4.55682e-21
567.81    4.55861e-21
567.82    4.55681e-21
567.83    4.55681e-21
567.84    4.55581e-21
567.85    4.55812e-21
567.86    4.56170e-21
567.87    4.56535e-21
567.88    4.56688e-21
567.89    4.56772e-21
567.90    4.56754e-21
567.91    4.56160e-21
567.92    4.56006e-21
567.93    4.55590e-21
567.94    4.55476e-21
567.95    4.55789e-21
567.96    4.56662e-21
567.97    4.56974e-21
567.98    4.57278e-21
567.99    4.57496e-21
568.00    4.57121e-21
568.01    4.56485e-21
568.02    4.56221e-21
568.03    4.55850e-21
568.04    4.55995e-21
568.05    4.56143e-21
568.06    4.56283e-21
568.07    4.56131e-21
568.08    4.55795e-21
568.09    4.55685e-21
568.10    4.55997e-21
568.11    4.56133e-21
568.12    4.56346e-21
568.13    4.57096e-21
568.14    4.57237e-21
568.15    4.56891e-21
568.16    4.57002e-21
568.17    4.56916e-21
568.18    4.57814e-21
568.19    4.57816e-21
568.20    4.58026e-21
568.21    4.58481e-21
568.22    4.58277e-21
568.23    4.57436e-21
568.24    4.57160e-21
568.25    4.56847e-21
568.26    4.57437e-21
568.27    4.57102e-21
568.28    4.58166e-21
568.29    4.58579e-21
568.30    4.58525e-21
568.31    4.58411e-21
568.32    4.58591e-21
568.33    4.58300e-21
568.34    4.58072e-21
568.35    4.57611e-21
568.36    4.57737e-21
568.37    4.57306e-21
568.38    4.57068e-21
568.39    4.57997e-21
568.40    4.58166e-21
568.41    4.58322e-21
568.42    4.59065e-21
568.43    4.59486e-21
568.44    4.59246e-21
568.45    4.58795e-21
568.46    4.58826e-21
568.47    4.58954e-21
568.48    4.58667e-21
568.49    4.58527e-21
568.50    4.59185e-21
568.51    4.60220e-21
568.52    4.60453e-21
568.53    4.60733e-21
568.54    4.60913e-21
568.55    4.60045e-21
568.56    4.59915e-21
568.57    4.58576e-21
568.58    4.58506e-21
568.59    4.58658e-21
568.60    4.58801e-21
568.61    4.59468e-21
568.62    4.59914e-21
568.63    4.59799e-21
568.64    4.60261e-21
568.65    4.60644e-21
568.66    4.61288e-21
568.67    4.61063e-21
568.68    4.61122e-21
568.69    4.61332e-21
568.70    4.61667e-21
568.71    4.61421e-21
568.72    4.61563e-21
568.73    4.62085e-21
568.74    4.62110e-21
568.75    4.61268e-21
568.76    4.60459e-21
568.77    4.60592e-21
568.78    4.60799e-21
568.79    4.61072e-21
568.80    4.60583e-21
568.81    4.60029e-21
568.82    4.60016e-21
568.83    4.59338e-21
568.84    4.59322e-21
568.85    4.60423e-21
568.86    4.61190e-21
568.87    4.62547e-21
568.88    4.62386e-21
568.89    4.62750e-21
568.90    4.62997e-21
568.91    4.62158e-21
568.92    4.61591e-21
568.93    4.60958e-21
568.94    4.60818e-21
568.95    4.61223e-21
568.96    4.61344e-21
568.97    4.62186e-21
568.98    4.61833e-21
568.99    4.61513e-21
569.00    4.61391e-21
569.01    4.61398e-21
569.02    4.62261e-21
569.03    4.63103e-21
569.04    4.63272e-21
569.05    4.63119e-21
569.06    4.62387e-21
569.07    4.62060e-21
569.08    4.62175e-21
569.09    4.62287e-21
569.10    4.63090e-21
569.11    4.63028e-21
569.12    4.62274e-21
569.13    4.61864e-21
569.14    4.61746e-21
569.15    4.62072e-21
569.16    4.62685e-21
569.17    4.63255e-21
569.18    4.63829e-21
569.19    4.63636e-21
569.20    4.63165e-21
569.21    4.63324e-21
569.22    4.63069e-21
569.23    4.63015e-21
569.24    4.63084e-21
569.25    4.63435e-21
569.26    4.63527e-21
569.27    4.63878e-21
569.28    4.64341e-21
569.29    4.64579e-21
569.30    4.64267e-21
569.31    4.64279e-21
569.32    4.64352e-21
569.33    4.64369e-21
569.34    4.64390e-21
569.35    4.64328e-21
569.36    4.64797e-21
569.37    4.64175e-21
569.38    4.63908e-21
569.39    4.64041e-21
569.40    4.63658e-21
569.41    4.63767e-21
569.42    4.63751e-21
569.43    4.64573e-21
569.44    4.65719e-21
569.45    4.66444e-21
569.46    4.67086e-21
569.47    4.66893e-21
569.48    4.66039e-21
569.49    4.65485e-21
569.50    4.64748e-21
569.51    4.64657e-21
569.52    4.64511e-21
569.53    4.64863e-21
569.54    4.65534e-21
569.55    4.66117e-21
569.56    4.66525e-21
569.57    4.66417e-21
569.58    4.66162e-21
569.59    4.66223e-21
569.60    4.66324e-21
569.61    4.66227e-21
569.62    4.66114e-21
569.63    4.66312e-21
569.64    4.66124e-21
569.65    4.65471e-21
569.66    4.65175e-21
569.67    4.65797e-21
569.68    4.66425e-21
569.69    4.67260e-21
569.70    4.67313e-21
569.71    4.67937e-21
569.72    4.68350e-21
569.73    4.68160e-21
569.74    4.67301e-21
569.75    4.67014e-21
569.76    4.66204e-21
569.77    4.66129e-21
569.78    4.65907e-21
569.79    4.66265e-21
569.80    4.66337e-21
569.81    4.66756e-21
569.82    4.66417e-21
569.83    4.66490e-21
569.84    4.66316e-21
569.85    4.66601e-21
569.86    4.67200e-21
569.87    4.67588e-21
569.88    4.67753e-21
569.89    4.67640e-21
569.90    4.67228e-21
569.91    4.66972e-21
569.92    4.67536e-21
569.93    4.68052e-21
569.94    4.68433e-21
569.95    4.68827e-21
569.96    4.68931e-21
569.97    4.67946e-21
569.98    4.67703e-21
569.99    4.67060e-21
570.00    4.66863e-21
570.01    4.67000e-21
570.02    4.67255e-21
570.03    4.67776e-21
570.04    4.67850e-21
570.05    4.67975e-21
570.06    4.68156e-21
570.07    4.68027e-21
570.08    4.67603e-21
570.09    4.67869e-21
570.10    4.68054e-21
570.11    4.67905e-21
570.12    4.68281e-21
570.13    4.68946e-21
570.14    4.69218e-21
570.15    4.69420e-21
570.16    4.69199e-21
570.17    4.69189e-21
570.18    4.68757e-21
570.19    4.68831e-21
570.20    4.69783e-21
570.21    4.70185e-21
570.22    4.70374e-21
570.23    4.70632e-21
570.24    4.70387e-21
570.25    4.69964e-21
570.26    4.68760e-21
570.27    4.68824e-21
570.28    4.69171e-21
570.29    4.69466e-21
570.30    4.69714e-21
570.31    4.70209e-21
570.32    4.69871e-21
570.33    4.69622e-21
570.34    4.68931e-21
570.35    4.69376e-21
570.36    4.69398e-21
570.37    4.69752e-21
570.38    4.69462e-21
570.39    4.69927e-21
570.40    4.69645e-21
570.41    4.69858e-21
570.42    4.69585e-21
570.43    4.70126e-21
570.44    4.69987e-21
570.45    4.70078e-21
570.46    4.70348e-21
570.47    4.70705e-21
570.48    4.70659e-21
570.49    4.70770e-21
570.50    4.70458e-21
570.51    4.70733e-21
570.52    4.70732e-21
570.53    4.70493e-21
570.54    4.70922e-21
570.55    4.70272e-21
570.56    4.70227e-21
570.57    4.70091e-21
570.58    4.70059e-21
570.59    4.70704e-21
570.60    4.71538e-21
570.61    4.71588e-21
570.62    4.71993e-21
570.63    4.71874e-21
570.64    4.71867e-21
570.65    4.72088e-21
570.66    4.71861e-21
570.67    4.71618e-21
570.68    4.71615e-21
570.69    4.71282e-21
570.70    4.71071e-21
570.71    4.71260e-21
570.72    4.71683e-21
570.73    4.72161e-21
570.74    4.71850e-21
570.75    4.71302e-21
570.76    4.71402e-21
570.77    4.71698e-21
570.78    4.71800e-21
570.79    4.71654e-21
570.80    4.71824e-21
570.81    4.71835e-21
570.82    4.71770e-21
570.83    4.71866e-21
570.84    4.72609e-21
570.85    4.73229e-21
570.86    4.73489e-21
570.87    4.72774e-21
570.88    4.72650e-21
570.89    4.72413e-21
570.90    4.72668e-21
570.91    4.73209e-21
570.92    4.73500e-21
570.93    4.73630e-21
570.94    4.72998e-21
570.95    4.72400e-21
570.96    4.72205e-21
570.97    4.72134e-21
570.98    4.72600e-21
570.99    4.73134e-21
571.00    4.73519e-21
571.01    4.74111e-21
571.02    4.73816e-21
571.03    4.74081e-21
571.04    4.73634e-21
571.05    4.73271e-21
571.06    4.72528e-21
571.07    4.72248e-21
571.08    4.72373e-21
571.09    4.72455e-21
571.10    4.72647e-21
571.11    4.72919e-21
571.12    4.72552e-21
571.13    4.72795e-21
571.14    4.72526e-21
571.15    4.72507e-21
571.16    4.72878e-21
571.17    4.73251e-21
571.18    4.73848e-21
571.19    4.74393e-21
571.20    4.74530e-21
571.21    4.74697e-21
571.22    4.73991e-21
571.23    4.73661e-21
571.24    4.73992e-21
571.25    4.74243e-21
571.26    4.74402e-21
571.27    4.74558e-21
571.28    4.74440e-21
571.29    4.74373e-21
571.30    4.73481e-21
571.31    4.73625e-21
571.32    4.73746e-21
571.33    4.73766e-21
571.34    4.74203e-21
571.35    4.74068e-21
571.36    4.74243e-21
571.37    4.74546e-21
571.38    4.74182e-21
571.39    4.74550e-21
571.40    4.74465e-21
571.41    4.74799e-21
571.42    4.75453e-21
571.43    4.75240e-21
571.44    4.75636e-21
571.45    4.75587e-21
571.46    4.75524e-21
571.47    4.75740e-21
571.48    4.75731e-21
571.49    4.75463e-21
571.50    4.75340e-21
571.51    4.75500e-21
571.52    4.75542e-21
571.53    4.75320e-21
571.54    4.76079e-21
571.55    4.76518e-21
571.56    4.76475e-21
571.57    4.76139e-21
571.58    4.75994e-21
571.59    4.76112e-21
571.60    4.75989e-21
571.61    4.75872e-21
571.62    4.76251e-21
571.63    4.75786e-21
571.64    4.75596e-21
571.65    4.76180e-21
571.66    4.76578e-21
571.67    4.76617e-21
571.68    4.76935e-21
571.69    4.76419e-21
571.70    4.76238e-21
571.71    4.75737e-21
571.72    4.75599e-21
571.73    4.75925e-21
571.74    4.75829e-21
571.75    4.76053e-21
571.76    4.76313e-21
571.77    4.76421e-21
571.78    4.77128e-21
571.79    4.77489e-21
571.80    4.77035e-21
571.81    4.76889e-21
571.82    4.76689e-21
571.83    4.76625e-21
571.84    4.76867e-21
571.85    4.77194e-21
571.86    4.77447e-21
571.87    4.77886e-21
571.88    4.77966e-21
571.89    4.77895e-21
571.90    4.77742e-21
571.91    4.77720e-21
571.92    4.78249e-21
571.93    4.78114e-21
571.94    4.78454e-21
571.95    4.78695e-21
571.96    4.78361e-21
571.97    4.77749e-21
571.98    4.77653e-21
571.99    4.77277e-21
572.00    4.77180e-21
572.01    4.77333e-21
572.02    4.77518e-21
572.03    4.77467e-21
572.04    4.77319e-21
572.05    4.77595e-21
572.06    4.77995e-21
572.07    4.77944e-21
572.08    4.78031e-21
572.09    4.78442e-21
572.10    4.77659e-21
572.11    4.77315e-21
572.12    4.76899e-21
572.13    4.76611e-21
572.14    4.77124e-21
572.15    4.77753e-21
572.16    4.78164e-21
572.17    4.78971e-21
572.18    4.78456e-21
572.19    4.78366e-21
572.20    4.78326e-21
572.21    4.78315e-21
572.22    4.78417e-21
572.23    4.78343e-21
572.24    4.78437e-21
572.25    4.78427e-21
572.26    4.78205e-21
572.27    4.78238e-21
572.28    4.78700e-21
572.29    4.78380e-21
572.30    4.78243e-21
572.31    4.78001e-21
572.32    4.78205e-21
572.33    4.78153e-21
572.34    4.78707e-21
572.35    4.79232e-21
572.36    4.79742e-21
572.37    4.79587e-21
572.38    4.79907e-21
572.39    4.79864e-21
572.40    4.79705e-21
572.41    4.79419e-21
572.42    4.79413e-21
572.43    4.79274e-21
572.44    4.79206e-21
572.45    4.79093e-21
572.46    4.79203e-21
572.47    4.79084e-21
572.48    4.78873e-21
572.49    4.79153e-21
572.50    4.79272e-21
572.51    4.79648e-21
572.52    4.80055e-21
572.53    4.80460e-21
572.54    4.80559e-21
572.55    4.80507e-21
572.56    4.80215e-21
572.57    4.79877e-21
572.58    4.79518e-21
572.59    4.79185e-21
572.60    4.79125e-21
572.61    4.79129e-21
572.62    4.79421e-21
572.63    4.79891e-21
572.64    4.79892e-21
572.65    4.80399e-21
572.66    4.80920e-21
572.67    4.80453e-21
572.68    4.79977e-21
572.69    4.79631e-21
572.70    4.79357e-21
572.71    4.79096e-21
572.72    4.79213e-21
572.73    4.79968e-21
572.74    4.80267e-21
572.75    4.80239e-21
572.76    4.80208e-21
572.77    4.80818e-21
572.78    4.80702e-21
572.79    4.81017e-21
572.80    4.81178e-21
572.81    4.81478e-21
572.82    4.81488e-21
572.83    4.81208e-21
572.84    4.81069e-21
572.85    4.81223e-21
572.86    4.81053e-21
572.87    4.80779e-21
572.88    4.80420e-21
572.89    4.80935e-21
572.90    4.81363e-21
572.91    4.81006e-21
572.92    4.81226e-21
572.93    4.81343e-21
572.94    4.80854e-21
572.95    4.80122e-21
572.96    4.79774e-21
572.97    4.79594e-21
572.98    4.79731e-21
572.99    4.79594e-21
573.00    4.80376e-21
573.01    4.81108e-21
573.02    4.80842e-21
573.03    4.81411e-21
573.04    4.81796e-21
573.05    4.81616e-21
573.06    4.81094e-21
573.07    4.80951e-21
573.08    4.80735e-21
573.09    4.80302e-21
573.10    4.79349e-21
573.11    4.79974e-21
573.12    4.80204e-21
573.13    4.80444e-21
573.14    4.80558e-21
573.15    4.81138e-21
573.16    4.81059e-21
573.17    4.80970e-21
573.18    4.80827e-21
573.19    4.80964e-21
573.20    4.80599e-21
573.21    4.80682e-21
573.22    4.80933e-21
573.23    4.81176e-21
573.24    4.81164e-21
573.25    4.81487e-21
573.26    4.81737e-21
573.27    4.81268e-21
573.28    4.81623e-21
573.29    4.81805e-21
573.30    4.82171e-21
573.31    4.82478e-21
573.32    4.82325e-21
573.33    4.82423e-21
573.34    4.81797e-21
573.35    4.81061e-21
573.36    4.81493e-21
573.37    4.81734e-21
573.38    4.82165e-21
573.39    4.82410e-21
573.40    4.82276e-21
573.41    4.81876e-21
573.42    4.81267e-21
573.43    4.81056e-21
573.44    4.81258e-21
573.45    4.81541e-21
573.46    4.81187e-21
573.47    4.80809e-21
573.48    4.80972e-21
573.49    4.80924e-21
573.50    4.81137e-21
573.51    4.81761e-21
573.52    4.82231e-21
573.53    4.83218e-21
573.54    4.82953e-21
573.55    4.83293e-21
573.56    4.83523e-21
573.57    4.83467e-21
573.58    4.83005e-21
573.59    4.82770e-21
573.60    4.82335e-21
573.61    4.82016e-21
573.62    4.80717e-21
573.63    4.80445e-21
573.64    4.80022e-21
573.65    4.80524e-21
573.66    4.81367e-21
573.67    4.81755e-21
573.68    4.82204e-21
573.69    4.82057e-21
573.70    4.81361e-21
573.71    4.81397e-21
573.72    4.81247e-21
573.73    4.81905e-21
573.74    4.82595e-21
573.75    4.82587e-21
573.76    4.83393e-21
